Rivet 3.1.1 running on machine aligentest.cern.ch (x86_64) at 2022-04-15 14:17:07
Reading events from '/tmp/p8R3.fifo'
Event 543600 (1:40:19 elapsed)
Event 543700 (1:40:20 elapsed)
Event 543800 (1:40:21 elapsed)
Event 543900 (1:40:22 elapsed)
Event 544000 (1:40:24 elapsed)
Event 544100 (1:40:25 elapsed)
Event 544200 (1:40:26 elapsed)
Event 544300 (1:40:27 elapsed)
Event 544400 (1:40:28 elapsed)
Event 544500 (1:40:29 elapsed)
Event 544600 (1:40:30 elapsed)
Event 544700 (1:40:31 elapsed)
Event 544800 (1:40:32 elapsed)
Event 544900 (1:40:34 elapsed)
Event 545000 (1:40:35 elapsed)
Event 545100 (1:40:36 elapsed)
Event 545200 (1:40:37 elapsed)
Event 545300 (1:40:38 elapsed)
Event 545400 (1:40:39 elapsed)
Event 545500 (1:40:40 elapsed)
Event 545600 (1:40:42 elapsed)
Event 545700 (1:40:43 elapsed)
Event 545800 (1:40:44 elapsed)
Event 545900 (1:40:45 elapsed)
Event 546000 (1:40:46 elapsed)
Event 546100 (1:40:47 elapsed)
Event 546200 (1:40:48 elapsed)
Event 546300 (1:40:49 elapsed)
Event 546400 (1:40:50 elapsed)
Event 546500 (1:40:51 elapsed)
Event 546600 (1:40:52 elapsed)
Event 546700 (1:40:53 elapsed)
Event 546800 (1:40:54 elapsed)
Event 546900 (1:40:55 elapsed)
Event 547000 (1:40:56 elapsed)
Event 547100 (1:40:58 elapsed)
Event 547200 (1:40:59 elapsed)
Event 547300 (1:41:00 elapsed)
Event 547400 (1:41:01 elapsed)
Event 547500 (1:41:02 elapsed)
Event 547600 (1:41:04 elapsed)
Event 547700 (1:41:05 elapsed)
Event 547800 (1:41:06 elapsed)
Event 547900 (1:41:07 elapsed)
Event 548000 (1:41:09 elapsed)
Event 548100 (1:41:09 elapsed)
Event 548200 (1:41:10 elapsed)
Event 548300 (1:41:11 elapsed)
Event 548400 (1:41:12 elapsed)
Event 548500 (1:41:13 elapsed)
Event 548600 (1:41:15 elapsed)
Event 548700 (1:41:16 elapsed)
Event 548800 (1:41:17 elapsed)
Event 548900 (1:41:18 elapsed)
Event 549000 (1:41:19 elapsed)
Event 549100 (1:41:21 elapsed)
Event 549200 (1:41:22 elapsed)
Event 549300 (1:41:23 elapsed)
Event 549400 (1:41:24 elapsed)
Event 549500 (1:41:25 elapsed)
Event 549600 (1:41:26 elapsed)
Event 549700 (1:41:27 elapsed)
Event 549800 (1:41:28 elapsed)
Event 549900 (1:41:30 elapsed)
Event 550000 (1:41:31 elapsed)
Event 550100 (1:41:32 elapsed)
Event 550200 (1:41:33 elapsed)
Event 550300 (1:41:34 elapsed)
Event 550400 (1:41:35 elapsed)
Event 550500 (1:41:36 elapsed)
Event 550600 (1:41:37 elapsed)
Event 550700 (1:41:39 elapsed)
Event 550800 (1:41:40 elapsed)
Event 550900 (1:41:42 elapsed)
Event 551000 (1:41:42 elapsed)
Event 551100 (1:41:44 elapsed)
Event 551200 (1:41:45 elapsed)
Event 551300 (1:41:46 elapsed)
Event 551400 (1:41:47 elapsed)
Event 551500 (1:41:48 elapsed)
Event 551600 (1:41:49 elapsed)
Event 551700 (1:41:51 elapsed)
Event 551800 (1:41:52 elapsed)
Event 551900 (1:41:53 elapsed)
Event 552000 (1:41:54 elapsed)
Event 552100 (1:41:55 elapsed)
Event 552200 (1:41:56 elapsed)
Event 552300 (1:41:57 elapsed)
Event 552400 (1:41:59 elapsed)
Event 552500 (1:42:00 elapsed)
Event 552600 (1:42:01 elapsed)
Event 552700 (1:42:02 elapsed)
Event 552800 (1:42:03 elapsed)
Event 552900 (1:42:04 elapsed)
Event 553000 (1:42:05 elapsed)
Event 553100 (1:42:06 elapsed)
Event 553200 (1:42:07 elapsed)
Event 553300 (1:42:08 elapsed)
Event 553400 (1:42:09 elapsed)
Event 553500 (1:42:10 elapsed)
Event 553600 (1:42:12 elapsed)
Event 553700 (1:42:13 elapsed)
Event 553800 (1:42:14 elapsed)
Event 553900 (1:42:15 elapsed)
Event 554000 (1:42:16 elapsed)
Event 554100 (1:42:17 elapsed)
Event 554200 (1:42:18 elapsed)
Event 554300 (1:42:20 elapsed)
Event 554400 (1:42:21 elapsed)
Event 554500 (1:42:22 elapsed)
Event 554600 (1:42:23 elapsed)
Event 554700 (1:42:24 elapsed)
Event 554800 (1:42:25 elapsed)
Event 554900 (1:42:26 elapsed)
Event 555000 (1:42:27 elapsed)
Event 555100 (1:42:28 elapsed)
Event 555200 (1:42:29 elapsed)
Event 555300 (1:42:30 elapsed)
Event 555400 (1:42:31 elapsed)
Event 555500 (1:42:32 elapsed)
Event 555600 (1:42:33 elapsed)
Event 555700 (1:42:35 elapsed)
Event 555800 (1:42:36 elapsed)
Event 555900 (1:42:37 elapsed)
Event 556000 (1:42:38 elapsed)
Event 556100 (1:42:39 elapsed)
Event 556200 (1:42:40 elapsed)
Event 556300 (1:42:41 elapsed)
Event 556400 (1:42:42 elapsed)
Event 556500 (1:42:44 elapsed)
Event 556600 (1:42:45 elapsed)
Event 556700 (1:42:46 elapsed)
Event 556800 (1:42:47 elapsed)
Event 556900 (1:42:48 elapsed)
Event 557000 (1:42:49 elapsed)
Event 557100 (1:42:50 elapsed)
Event 557200 (1:42:51 elapsed)
Event 557300 (1:42:52 elapsed)
Event 557400 (1:42:53 elapsed)
Event 557500 (1:42:54 elapsed)
Event 557600 (1:42:55 elapsed)
Event 557700 (1:42:56 elapsed)
Event 557800 (1:42:57 elapsed)
Event 557900 (1:42:58 elapsed)
Event 558000 (1:42:59 elapsed)
Event 558100 (1:43:00 elapsed)
Event 558200 (1:43:01 elapsed)
Event 558300 (1:43:01 elapsed)
Event 558400 (1:43:02 elapsed)
Event 558500 (1:43:03 elapsed)
Event 558600 (1:43:04 elapsed)
Event 558700 (1:43:05 elapsed)
Event 558800 (1:43:06 elapsed)
Event 558900 (1:43:07 elapsed)
Event 559000 (1:43:09 elapsed)
Event 559100 (1:43:10 elapsed)
Event 559200 (1:43:11 elapsed)
Event 559300 (1:43:12 elapsed)
Event 559400 (1:43:13 elapsed)
Event 559500 (1:43:14 elapsed)
Event 559600 (1:43:15 elapsed)
Event 559700 (1:43:17 elapsed)
Event 559800 (1:43:18 elapsed)
Event 559900 (1:43:19 elapsed)
Event 560000 (1:43:20 elapsed)
Event 560100 (1:43:21 elapsed)
Event 560200 (1:43:23 elapsed)
Event 560300 (1:43:24 elapsed)
Event 560400 (1:43:25 elapsed)
Event 560500 (1:43:26 elapsed)
Event 560600 (1:43:27 elapsed)
Event 560700 (1:43:28 elapsed)
Event 560800 (1:43:29 elapsed)
Event 560900 (1:43:30 elapsed)
Event 561000 (1:43:31 elapsed)
Event 561100 (1:43:33 elapsed)
Event 561200 (1:43:33 elapsed)
Event 561300 (1:43:35 elapsed)
Event 561400 (1:43:36 elapsed)
Event 561500 (1:43:37 elapsed)
Event 561600 (1:43:39 elapsed)
Event 561700 (1:43:40 elapsed)
Event 561800 (1:43:41 elapsed)
Event 561900 (1:43:42 elapsed)
Event 562000 (1:43:43 elapsed)
Event 562100 (1:43:44 elapsed)
Event 562200 (1:43:45 elapsed)
Event 562300 (1:43:47 elapsed)
Event 562400 (1:43:48 elapsed)
Event 562500 (1:43:49 elapsed)
Event 562600 (1:43:51 elapsed)
Event 562700 (1:43:52 elapsed)
Event 562800 (1:43:53 elapsed)
Event 562900 (1:43:54 elapsed)
Event 563000 (1:43:55 elapsed)
Event 563100 (1:43:56 elapsed)
Event 563200 (1:43:58 elapsed)
Event 563300 (1:43:58 elapsed)
Event 563400 (1:44:00 elapsed)
Event 563500 (1:44:01 elapsed)
Event 563600 (1:44:02 elapsed)
Event 563700 (1:44:03 elapsed)
Event 563800 (1:44:04 elapsed)
Event 563900 (1:44:06 elapsed)
Event 564000 (1:44:07 elapsed)
Event 564100 (1:44:08 elapsed)
Event 564200 (1:44:09 elapsed)
Event 564300 (1:44:10 elapsed)
Event 564400 (1:44:11 elapsed)
Event 564500 (1:44:13 elapsed)
Event 564600 (1:44:14 elapsed)
Event 564700 (1:44:15 elapsed)
Event 564800 (1:44:16 elapsed)
Event 564900 (1:44:17 elapsed)
Event 565000 (1:44:17 elapsed)
Event 565100 (1:44:18 elapsed)
Event 565200 (1:44:20 elapsed)
Event 565300 (1:44:21 elapsed)
Event 565400 (1:44:21 elapsed)
Event 565500 (1:44:22 elapsed)
Event 565600 (1:44:24 elapsed)
Event 565700 (1:44:25 elapsed)
Event 565800 (1:44:26 elapsed)
Event 565900 (1:44:27 elapsed)
Event 566000 (1:44:28 elapsed)
Event 566100 (1:44:29 elapsed)
Event 566200 (1:44:30 elapsed)
Event 566300 (1:44:31 elapsed)
Event 566400 (1:44:32 elapsed)
Event 566500 (1:44:33 elapsed)
Event 566600 (1:44:34 elapsed)
Event 566700 (1:44:35 elapsed)
Event 566800 (1:44:36 elapsed)
Event 566900 (1:44:38 elapsed)
Event 567000 (1:44:39 elapsed)
Event 567100 (1:44:40 elapsed)
Event 567200 (1:44:40 elapsed)
Event 567300 (1:44:41 elapsed)
Event 567400 (1:44:43 elapsed)
Event 567500 (1:44:44 elapsed)
Event 567600 (1:44:45 elapsed)
Event 567700 (1:44:46 elapsed)
Event 567800 (1:44:47 elapsed)
Event 567900 (1:44:48 elapsed)
Event 568000 (1:44:49 elapsed)
Event 568100 (1:44:50 elapsed)
Event 568200 (1:44:51 elapsed)
Event 568300 (1:44:52 elapsed)
Event 568400 (1:44:53 elapsed)
Event 568500 (1:44:54 elapsed)
Event 568600 (1:44:56 elapsed)
Event 568700 (1:44:57 elapsed)
Event 568800 (1:44:58 elapsed)
Event 568900 (1:44:59 elapsed)
Event 569000 (1:45:00 elapsed)
Event 569100 (1:45:01 elapsed)
Event 569200 (1:45:02 elapsed)
Event 569300 (1:45:03 elapsed)
Event 569400 (1:45:04 elapsed)
Event 569500 (1:45:05 elapsed)
Event 569600 (1:45:06 elapsed)
Event 569700 (1:45:08 elapsed)
Event 569800 (1:45:09 elapsed)
Event 569900 (1:45:10 elapsed)
Event 570000 (1:45:11 elapsed)
Event 570100 (1:45:12 elapsed)
Event 570200 (1:45:13 elapsed)
Event 570300 (1:45:14 elapsed)
Event 570400 (1:45:16 elapsed)
Event 570500 (1:45:17 elapsed)
Event 570600 (1:45:18 elapsed)
Event 570700 (1:45:19 elapsed)
Event 570800 (1:45:20 elapsed)
Event 570900 (1:45:21 elapsed)
Event 571000 (1:45:22 elapsed)
Event 571100 (1:45:23 elapsed)
Event 571200 (1:45:24 elapsed)
Event 571300 (1:45:25 elapsed)
Event 571400 (1:45:26 elapsed)
Event 571500 (1:45:27 elapsed)
Event 571600 (1:45:28 elapsed)
Event 571700 (1:45:29 elapsed)
Event 571800 (1:45:30 elapsed)
Event 571900 (1:45:31 elapsed)
Event 572000 (1:45:32 elapsed)
Event 572100 (1:45:34 elapsed)
Event 572200 (1:45:35 elapsed)
Event 572300 (1:45:36 elapsed)
Event 572400 (1:45:37 elapsed)
Event 572500 (1:45:38 elapsed)
Event 572600 (1:45:39 elapsed)
Event 572700 (1:45:40 elapsed)
Event 572800 (1:45:41 elapsed)
Event 572900 (1:45:42 elapsed)
Event 573000 (1:45:43 elapsed)
Event 573100 (1:45:44 elapsed)
Event 573200 (1:45:45 elapsed)
Event 573300 (1:45:46 elapsed)
Event 573400 (1:45:47 elapsed)
Event 573500 (1:45:49 elapsed)
Event 573600 (1:45:50 elapsed)
Event 573700 (1:45:51 elapsed)
Event 573800 (1:45:52 elapsed)
Event 573900 (1:45:54 elapsed)
Event 574000 (1:45:55 elapsed)
Event 574100 (1:45:56 elapsed)
Event 574200 (1:45:57 elapsed)
Event 574300 (1:45:59 elapsed)
Event 574400 (1:46:00 elapsed)
Event 574500 (1:46:01 elapsed)
Event 574600 (1:46:02 elapsed)
Event 574700 (1:46:04 elapsed)
Event 574800 (1:46:04 elapsed)
Event 574900 (1:46:06 elapsed)
Event 575000 (1:46:07 elapsed)
Event 575100 (1:46:08 elapsed)
Event 575200 (1:46:09 elapsed)
Event 575300 (1:46:10 elapsed)
Event 575400 (1:46:11 elapsed)
Event 575500 (1:46:12 elapsed)
Event 575600 (1:46:14 elapsed)
Event 575700 (1:46:15 elapsed)
Event 575800 (1:46:16 elapsed)
Event 575900 (1:46:17 elapsed)
Event 576000 (1:46:18 elapsed)
Event 576100 (1:46:19 elapsed)
Event 576200 (1:46:20 elapsed)
Event 576300 (1:46:21 elapsed)
Event 576400 (1:46:22 elapsed)
Event 576500 (1:46:23 elapsed)
Event 576600 (1:46:24 elapsed)
Event 576700 (1:46:25 elapsed)
Event 576800 (1:46:27 elapsed)
Event 576900 (1:46:28 elapsed)
Event 577000 (1:46:28 elapsed)
Event 577100 (1:46:29 elapsed)
Event 577200 (1:46:30 elapsed)
Event 577300 (1:46:31 elapsed)
Event 577400 (1:46:33 elapsed)
Event 577500 (1:46:34 elapsed)
Event 577600 (1:46:35 elapsed)
Event 577700 (1:46:36 elapsed)
Event 577800 (1:46:37 elapsed)
Event 577900 (1:46:38 elapsed)
Event 578000 (1:46:39 elapsed)
Event 578100 (1:46:40 elapsed)
Event 578200 (1:46:41 elapsed)
Event 578300 (1:46:42 elapsed)
Event 578400 (1:46:43 elapsed)
Event 578500 (1:46:44 elapsed)
Event 578600 (1:46:46 elapsed)
Event 578700 (1:46:47 elapsed)
Event 578800 (1:46:48 elapsed)
Event 578900 (1:46:49 elapsed)
Event 579000 (1:46:50 elapsed)
Event 579100 (1:46:51 elapsed)
Event 579200 (1:46:52 elapsed)
Event 579300 (1:46:53 elapsed)
Event 579400 (1:46:54 elapsed)
Event 579500 (1:46:55 elapsed)
Event 579600 (1:46:56 elapsed)
Event 579700 (1:46:57 elapsed)
Event 579800 (1:46:58 elapsed)
Event 579900 (1:47:00 elapsed)
Event 580000 (1:47:01 elapsed)
Event 580100 (1:47:02 elapsed)
Event 580200 (1:47:03 elapsed)
Event 580300 (1:47:04 elapsed)
Event 580400 (1:47:06 elapsed)
Event 580500 (1:47:07 elapsed)
Event 580600 (1:47:08 elapsed)
Event 580700 (1:47:10 elapsed)
Event 580800 (1:47:11 elapsed)
Event 580900 (1:47:12 elapsed)
Event 581000 (1:47:13 elapsed)
Event 581100 (1:47:14 elapsed)
Event 581200 (1:47:15 elapsed)
Event 581300 (1:47:17 elapsed)
Event 581400 (1:47:18 elapsed)
Event 581500 (1:47:19 elapsed)
Event 581600 (1:47:20 elapsed)
Event 581700 (1:47:21 elapsed)
Event 581800 (1:47:22 elapsed)
Event 581900 (1:47:23 elapsed)
Event 582000 (1:47:24 elapsed)
Event 582100 (1:47:26 elapsed)
Event 582200 (1:47:27 elapsed)
Event 582300 (1:47:28 elapsed)
Event 582400 (1:47:30 elapsed)
Event 582500 (1:47:31 elapsed)
Event 582600 (1:47:32 elapsed)
Event 582700 (1:47:33 elapsed)
Event 582800 (1:47:34 elapsed)
Event 582900 (1:47:35 elapsed)
Event 583000 (1:47:36 elapsed)
Event 583100 (1:47:37 elapsed)
Event 583200 (1:47:39 elapsed)
Event 583300 (1:47:40 elapsed)
Event 583400 (1:47:41 elapsed)
Event 583500 (1:47:42 elapsed)
Event 583600 (1:47:43 elapsed)
Event 583700 (1:47:44 elapsed)
Event 583800 (1:47:45 elapsed)
Event 583900 (1:47:47 elapsed)
Event 584000 (1:47:48 elapsed)
Event 584100 (1:47:49 elapsed)
Event 584200 (1:47:50 elapsed)
Event 584300 (1:47:52 elapsed)
Event 584400 (1:47:53 elapsed)
Event 584500 (1:47:54 elapsed)
Event 584600 (1:47:55 elapsed)
Event 584700 (1:47:56 elapsed)
Event 584800 (1:47:57 elapsed)
Event 584900 (1:47:58 elapsed)
Event 585000 (1:47:59 elapsed)
Event 585100 (1:48:00 elapsed)
Event 585200 (1:48:02 elapsed)
Event 585300 (1:48:03 elapsed)
Event 585400 (1:48:04 elapsed)
Event 585500 (1:48:05 elapsed)
Event 585600 (1:48:06 elapsed)
Event 585700 (1:48:07 elapsed)
Event 585800 (1:48:08 elapsed)
Event 585900 (1:48:09 elapsed)
Event 586000 (1:48:10 elapsed)
Event 586100 (1:48:11 elapsed)
Event 586200 (1:48:13 elapsed)
Event 586300 (1:48:14 elapsed)
Event 586400 (1:48:15 elapsed)
Event 586500 (1:48:16 elapsed)
Event 586600 (1:48:17 elapsed)
Event 586700 (1:48:18 elapsed)
Event 586800 (1:48:19 elapsed)
Event 586900 (1:48:20 elapsed)
Event 587000 (1:48:21 elapsed)
Event 587100 (1:48:22 elapsed)
Event 587200 (1:48:23 elapsed)
Event 587300 (1:48:24 elapsed)
Event 587400 (1:48:25 elapsed)
Event 587500 (1:48:26 elapsed)
Event 587600 (1:48:27 elapsed)
Event 587700 (1:48:29 elapsed)
Event 587800 (1:48:30 elapsed)
Event 587900 (1:48:31 elapsed)
Event 588000 (1:48:32 elapsed)
Event 588100 (1:48:33 elapsed)
Event 588200 (1:48:34 elapsed)
Event 588300 (1:48:35 elapsed)
Event 588400 (1:48:36 elapsed)
Event 588500 (1:48:37 elapsed)
Event 588600 (1:48:38 elapsed)
Event 588700 (1:48:40 elapsed)
Event 588800 (1:48:41 elapsed)
Event 588900 (1:48:42 elapsed)
Event 589000 (1:48:43 elapsed)
Event 589100 (1:48:44 elapsed)
Event 589200 (1:48:45 elapsed)
Event 589300 (1:48:46 elapsed)
Event 589400 (1:48:47 elapsed)
Event 589500 (1:48:48 elapsed)
Event 589600 (1:48:50 elapsed)
Event 589700 (1:48:51 elapsed)
Event 589800 (1:48:52 elapsed)
Event 589900 (1:48:53 elapsed)
Event 590000 (1:48:54 elapsed)
Event 590100 (1:48:56 elapsed)
Event 590200 (1:48:57 elapsed)
Event 590300 (1:48:58 elapsed)
Event 590400 (1:48:59 elapsed)
Event 590500 (1:49:00 elapsed)
Event 590600 (1:49:01 elapsed)
Event 590700 (1:49:02 elapsed)
Event 590800 (1:49:04 elapsed)
Event 590900 (1:49:05 elapsed)
Event 591000 (1:49:06 elapsed)
Event 591100 (1:49:07 elapsed)
Event 591200 (1:49:08 elapsed)
Event 591300 (1:49:09 elapsed)
Event 591400 (1:49:10 elapsed)
Event 591500 (1:49:11 elapsed)
Event 591600 (1:49:12 elapsed)
Event 591700 (1:49:13 elapsed)
Event 591800 (1:49:14 elapsed)
Event 591900 (1:49:15 elapsed)
Event 592000 (1:49:16 elapsed)
Event 592100 (1:49:17 elapsed)
Event 592200 (1:49:18 elapsed)
Event 592300 (1:49:19 elapsed)
Event 592400 (1:49:20 elapsed)
Event 592500 (1:49:21 elapsed)
Event 592600 (1:49:23 elapsed)
Event 592700 (1:49:24 elapsed)
Event 592800 (1:49:25 elapsed)
Event 592900 (1:49:26 elapsed)
Event 593000 (1:49:27 elapsed)
Event 593100 (1:49:28 elapsed)
Event 593200 (1:49:29 elapsed)
Event 593300 (1:49:30 elapsed)
Event 593400 (1:49:31 elapsed)
Event 593500 (1:49:32 elapsed)
Event 593600 (1:49:34 elapsed)
Event 593700 (1:49:35 elapsed)
Event 593800 (1:49:36 elapsed)
Event 593900 (1:49:37 elapsed)
Event 594000 (1:49:38 elapsed)
Event 594100 (1:49:39 elapsed)
Event 594200 (1:49:40 elapsed)
Event 594300 (1:49:41 elapsed)
Event 594400 (1:49:43 elapsed)
Event 594500 (1:49:44 elapsed)
Event 594600 (1:49:45 elapsed)
Event 594700 (1:49:46 elapsed)
Event 594800 (1:49:47 elapsed)
Event 594900 (1:49:49 elapsed)
Event 595000 (1:49:50 elapsed)
Event 595100 (1:49:51 elapsed)
Event 595200 (1:49:52 elapsed)
Event 595300 (1:49:53 elapsed)
Event 595400 (1:49:55 elapsed)
Event 595500 (1:49:56 elapsed)
Event 595600 (1:49:57 elapsed)
Event 595700 (1:49:58 elapsed)
Event 595800 (1:49:59 elapsed)
Event 595900 (1:50:00 elapsed)
Event 596000 (1:50:01 elapsed)
Event 596100 (1:50:02 elapsed)
Event 596200 (1:50:03 elapsed)
Event 596300 (1:50:04 elapsed)
Event 596400 (1:50:05 elapsed)
Event 596500 (1:50:07 elapsed)
Event 596600 (1:50:08 elapsed)
Event 596700 (1:50:09 elapsed)
Event 596800 (1:50:10 elapsed)
Event 596900 (1:50:11 elapsed)
Event 597000 (1:50:12 elapsed)
Event 597100 (1:50:13 elapsed)
Event 597200 (1:50:14 elapsed)
Event 597300 (1:50:16 elapsed)
Event 597400 (1:50:17 elapsed)
Event 597500 (1:50:18 elapsed)
Event 597600 (1:50:19 elapsed)
Event 597700 (1:50:20 elapsed)
Event 597800 (1:50:21 elapsed)
Event 597900 (1:50:22 elapsed)
Event 598000 (1:50:24 elapsed)
Event 598100 (1:50:25 elapsed)
Event 598200 (1:50:26 elapsed)
Event 598300 (1:50:27 elapsed)
Event 598400 (1:50:28 elapsed)
Event 598500 (1:50:29 elapsed)
Event 598600 (1:50:30 elapsed)
Event 598700 (1:50:31 elapsed)
Event 598800 (1:50:32 elapsed)
Event 598900 (1:50:33 elapsed)
Event 599000 (1:50:34 elapsed)
Event 599100 (1:50:35 elapsed)
Event 599200 (1:50:37 elapsed)
Event 599300 (1:50:38 elapsed)
Event 599400 (1:50:39 elapsed)
Event 599500 (1:50:40 elapsed)
Event 599600 (1:50:41 elapsed)
Event 599700 (1:50:42 elapsed)
Event 599800 (1:50:44 elapsed)
Event 599900 (1:50:45 elapsed)
Event 600000 (1:50:46 elapsed)
Event 600100 (1:50:47 elapsed)
Event 600200 (1:50:48 elapsed)
Event 600300 (1:50:49 elapsed)
Event 600400 (1:50:50 elapsed)
Event 600500 (1:50:51 elapsed)
Event 600600 (1:50:52 elapsed)
Event 600700 (1:50:54 elapsed)
Event 600800 (1:50:55 elapsed)
Event 600900 (1:50:56 elapsed)
Event 601000 (1:50:57 elapsed)
Event 601100 (1:50:58 elapsed)
Event 601200 (1:50:59 elapsed)
Event 601300 (1:51:00 elapsed)
Event 601400 (1:51:01 elapsed)
Event 601500 (1:51:02 elapsed)
Event 601600 (1:51:03 elapsed)
Event 601700 (1:51:04 elapsed)
Event 601800 (1:51:05 elapsed)
Event 601900 (1:51:06 elapsed)
Event 602000 (1:51:07 elapsed)
Event 602100 (1:51:08 elapsed)
Event 602200 (1:51:09 elapsed)
Event 602300 (1:51:11 elapsed)
Event 602400 (1:51:12 elapsed)
Event 602500 (1:51:13 elapsed)
Event 602600 (1:51:14 elapsed)
Event 602700 (1:51:15 elapsed)
Event 602800 (1:51:16 elapsed)
Event 602900 (1:51:17 elapsed)
Event 603000 (1:51:18 elapsed)
Event 603100 (1:51:19 elapsed)
Event 603200 (1:51:20 elapsed)
Event 603300 (1:51:21 elapsed)
Event 603400 (1:51:22 elapsed)
Event 603500 (1:51:23 elapsed)
Event 603600 (1:51:24 elapsed)
Event 603700 (1:51:25 elapsed)
Event 603800 (1:51:26 elapsed)
Event 603900 (1:51:27 elapsed)
Event 604000 (1:51:28 elapsed)
Event 604100 (1:51:30 elapsed)
Event 604200 (1:51:31 elapsed)
Event 604300 (1:51:32 elapsed)
Event 604400 (1:51:33 elapsed)
Event 604500 (1:51:34 elapsed)
Event 604600 (1:51:36 elapsed)
Event 604700 (1:51:37 elapsed)
Event 604800 (1:51:38 elapsed)
Event 604900 (1:51:39 elapsed)
Event 605000 (1:51:40 elapsed)
Event 605100 (1:51:41 elapsed)
Event 605200 (1:51:42 elapsed)
Event 605300 (1:51:43 elapsed)
Event 605400 (1:51:44 elapsed)
Event 605500 (1:51:46 elapsed)
Event 605600 (1:51:47 elapsed)
Event 605700 (1:51:48 elapsed)
Event 605800 (1:51:49 elapsed)
Event 605900 (1:51:50 elapsed)
Event 606000 (1:51:51 elapsed)
Event 606100 (1:51:52 elapsed)
Event 606200 (1:51:53 elapsed)
Event 606300 (1:51:55 elapsed)
Event 606400 (1:51:56 elapsed)
Event 606500 (1:51:57 elapsed)
Event 606600 (1:51:58 elapsed)
Event 606700 (1:51:59 elapsed)
Event 606800 (1:52:00 elapsed)
Event 606900 (1:52:01 elapsed)
Event 607000 (1:52:02 elapsed)
Event 607100 (1:52:03 elapsed)
Event 607200 (1:52:04 elapsed)
Event 607300 (1:52:05 elapsed)
Event 607400 (1:52:06 elapsed)
Event 607500 (1:52:07 elapsed)
Event 607600 (1:52:08 elapsed)
Event 607700 (1:52:09 elapsed)
Event 607800 (1:52:10 elapsed)
Event 607900 (1:52:11 elapsed)
Event 608000 (1:52:12 elapsed)
Event 608100 (1:52:13 elapsed)
Event 608200 (1:52:14 elapsed)
Event 608300 (1:52:15 elapsed)
Event 608400 (1:52:17 elapsed)
Event 608500 (1:52:18 elapsed)
Event 608600 (1:52:19 elapsed)
Event 608700 (1:52:20 elapsed)
Event 608800 (1:52:21 elapsed)
Event 608900 (1:52:22 elapsed)
Event 609000 (1:52:24 elapsed)
Event 609100 (1:52:25 elapsed)
Event 609200 (1:52:26 elapsed)
Event 609300 (1:52:27 elapsed)
Event 609400 (1:52:28 elapsed)
Event 609500 (1:52:29 elapsed)
Event 609600 (1:52:30 elapsed)
Event 609700 (1:52:32 elapsed)
Event 609800 (1:52:32 elapsed)
Event 609900 (1:52:33 elapsed)
Event 610000 (1:52:35 elapsed)
Event 610100 (1:52:36 elapsed)
Event 610200 (1:52:37 elapsed)
Event 610300 (1:52:38 elapsed)
Event 610400 (1:52:39 elapsed)
Event 610500 (1:52:40 elapsed)
Event 610600 (1:52:41 elapsed)
Event 610700 (1:52:43 elapsed)
Event 610800 (1:52:44 elapsed)
Event 610900 (1:52:45 elapsed)
Event 611000 (1:52:46 elapsed)
Event 611100 (1:52:47 elapsed)
Event 611200 (1:52:48 elapsed)
Event 611300 (1:52:49 elapsed)
Event 611400 (1:52:50 elapsed)
Event 611500 (1:52:51 elapsed)
Event 611600 (1:52:52 elapsed)
Event 611700 (1:52:54 elapsed)
Event 611800 (1:52:54 elapsed)
Event 611900 (1:52:56 elapsed)
Event 612000 (1:52:57 elapsed)
Event 612100 (1:52:58 elapsed)
Event 612200 (1:52:59 elapsed)
Event 612300 (1:53:00 elapsed)
Event 612400 (1:53:01 elapsed)
Event 612500 (1:53:03 elapsed)
Event 612600 (1:53:04 elapsed)
Event 612700 (1:53:05 elapsed)
Event 612800 (1:53:06 elapsed)
Event 612900 (1:53:07 elapsed)
Event 613000 (1:53:08 elapsed)
Event 613100 (1:53:09 elapsed)
Event 613200 (1:53:10 elapsed)
Event 613300 (1:53:12 elapsed)
Event 613400 (1:53:13 elapsed)
Event 613500 (1:53:14 elapsed)
Event 613600 (1:53:15 elapsed)
Event 613700 (1:53:16 elapsed)
Event 613800 (1:53:17 elapsed)
Event 613900 (1:53:18 elapsed)
Event 614000 (1:53:19 elapsed)
Event 614100 (1:53:21 elapsed)
Event 614200 (1:53:22 elapsed)
Event 614300 (1:53:23 elapsed)
Event 614400 (1:53:24 elapsed)
Event 614500 (1:53:25 elapsed)
Event 614600 (1:53:26 elapsed)
Event 614700 (1:53:27 elapsed)
Event 614800 (1:53:28 elapsed)
Event 614900 (1:53:29 elapsed)
Event 615000 (1:53:30 elapsed)
Event 615100 (1:53:31 elapsed)
Event 615200 (1:53:32 elapsed)
Event 615300 (1:53:33 elapsed)
Event 615400 (1:53:34 elapsed)
Event 615500 (1:53:35 elapsed)
Event 615600 (1:53:36 elapsed)
Event 615700 (1:53:37 elapsed)
Event 615800 (1:53:38 elapsed)
Event 615900 (1:53:39 elapsed)
Event 616000 (1:53:40 elapsed)
Event 616100 (1:53:42 elapsed)
Event 616200 (1:53:43 elapsed)
Event 616300 (1:53:44 elapsed)
Event 616400 (1:53:45 elapsed)
Event 616500 (1:53:46 elapsed)
Event 616600 (1:53:47 elapsed)
Event 616700 (1:53:49 elapsed)
Event 616800 (1:53:50 elapsed)
