Rivet 3.1.1 running on machine aligentest.cern.ch (x86_64) at 2022-04-15 14:17:07
Reading events from '/tmp/p8R3.fifo'
Event 266200 (0:49:22 elapsed)
Event 266300 (0:49:23 elapsed)
Event 266400 (0:49:24 elapsed)
Event 266500 (0:49:25 elapsed)
Event 266600 (0:49:26 elapsed)
Event 266700 (0:49:27 elapsed)
Event 266800 (0:49:28 elapsed)
Event 266900 (0:49:29 elapsed)
Event 267000 (0:49:30 elapsed)
Event 267100 (0:49:31 elapsed)
Event 267200 (0:49:32 elapsed)
Event 267300 (0:49:33 elapsed)
Event 267400 (0:49:35 elapsed)
Event 267500 (0:49:36 elapsed)
Event 267600 (0:49:37 elapsed)
Event 267700 (0:49:38 elapsed)
Event 267800 (0:49:40 elapsed)
Event 267900 (0:49:40 elapsed)
Event 268000 (0:49:42 elapsed)
Event 268100 (0:49:43 elapsed)
Event 268200 (0:49:43 elapsed)
Event 268300 (0:49:44 elapsed)
Event 268400 (0:49:45 elapsed)
Event 268500 (0:49:46 elapsed)
Event 268600 (0:49:47 elapsed)
Event 268700 (0:49:49 elapsed)
Event 268800 (0:49:50 elapsed)
Event 268900 (0:49:51 elapsed)
Event 269000 (0:49:52 elapsed)
Event 269100 (0:49:53 elapsed)
Event 269200 (0:49:54 elapsed)
Event 269300 (0:49:55 elapsed)
Event 269400 (0:49:57 elapsed)
Event 269500 (0:49:58 elapsed)
Event 269600 (0:49:59 elapsed)
Event 269700 (0:50:00 elapsed)
Event 269800 (0:50:01 elapsed)
Event 269900 (0:50:02 elapsed)
Event 270000 (0:50:03 elapsed)
Event 270100 (0:50:04 elapsed)
Event 270200 (0:50:05 elapsed)
Event 270300 (0:50:06 elapsed)
Event 270400 (0:50:07 elapsed)
Event 270500 (0:50:08 elapsed)
Event 270600 (0:50:10 elapsed)
Event 270700 (0:50:10 elapsed)
Event 270800 (0:50:11 elapsed)
Event 270900 (0:50:12 elapsed)
Event 271000 (0:50:13 elapsed)
Event 271100 (0:50:15 elapsed)
Event 271200 (0:50:16 elapsed)
Event 271300 (0:50:17 elapsed)
Event 271400 (0:50:19 elapsed)
Event 271500 (0:50:20 elapsed)
Event 271600 (0:50:21 elapsed)
Event 271700 (0:50:22 elapsed)
Event 271800 (0:50:24 elapsed)
Event 271900 (0:50:25 elapsed)
Event 272000 (0:50:26 elapsed)
Event 272100 (0:50:28 elapsed)
Event 272200 (0:50:29 elapsed)
Event 272300 (0:50:30 elapsed)
Event 272400 (0:50:31 elapsed)
Event 272500 (0:50:32 elapsed)
Event 272600 (0:50:33 elapsed)
Event 272700 (0:50:34 elapsed)
Event 272800 (0:50:35 elapsed)
Event 272900 (0:50:37 elapsed)
Event 273000 (0:50:38 elapsed)
Event 273100 (0:50:38 elapsed)
Event 273200 (0:50:39 elapsed)
Event 273300 (0:50:41 elapsed)
Event 273400 (0:50:42 elapsed)
Event 273500 (0:50:42 elapsed)
Event 273600 (0:50:43 elapsed)
Event 273700 (0:50:44 elapsed)
Event 273800 (0:50:45 elapsed)
Event 273900 (0:50:47 elapsed)
Event 274000 (0:50:48 elapsed)
Event 274100 (0:50:49 elapsed)
Event 274200 (0:50:51 elapsed)
Event 274300 (0:50:52 elapsed)
Event 274400 (0:50:53 elapsed)
Event 274500 (0:50:54 elapsed)
Event 274600 (0:50:55 elapsed)
Event 274700 (0:50:56 elapsed)
Event 274800 (0:50:57 elapsed)
Event 274900 (0:50:58 elapsed)
Event 275000 (0:50:59 elapsed)
Event 275100 (0:51:00 elapsed)
Event 275200 (0:51:02 elapsed)
Event 275300 (0:51:03 elapsed)
Event 275400 (0:51:04 elapsed)
Event 275500 (0:51:05 elapsed)
Event 275600 (0:51:06 elapsed)
Event 275700 (0:51:07 elapsed)
Event 275800 (0:51:08 elapsed)
Event 275900 (0:51:10 elapsed)
Event 276000 (0:51:10 elapsed)
Event 276100 (0:51:12 elapsed)
Event 276200 (0:51:13 elapsed)
Event 276300 (0:51:14 elapsed)
Event 276400 (0:51:15 elapsed)
Event 276500 (0:51:16 elapsed)
Event 276600 (0:51:17 elapsed)
Event 276700 (0:51:18 elapsed)
Event 276800 (0:51:19 elapsed)
Event 276900 (0:51:20 elapsed)
Event 277000 (0:51:22 elapsed)
Event 277100 (0:51:23 elapsed)
Event 277200 (0:51:24 elapsed)
Event 277300 (0:51:25 elapsed)
Event 277400 (0:51:26 elapsed)
Event 277500 (0:51:27 elapsed)
Event 277600 (0:51:28 elapsed)
Event 277700 (0:51:29 elapsed)
Event 277800 (0:51:30 elapsed)
Event 277900 (0:51:31 elapsed)
Event 278000 (0:51:33 elapsed)
Event 278100 (0:51:34 elapsed)
Event 278200 (0:51:35 elapsed)
Event 278300 (0:51:36 elapsed)
Event 278400 (0:51:37 elapsed)
Event 278500 (0:51:38 elapsed)
Event 278600 (0:51:40 elapsed)
Event 278700 (0:51:41 elapsed)
Event 278800 (0:51:42 elapsed)
Event 278900 (0:51:43 elapsed)
Event 279000 (0:51:44 elapsed)
Event 279100 (0:51:45 elapsed)
Event 279200 (0:51:46 elapsed)
Event 279300 (0:51:47 elapsed)
Event 279400 (0:51:49 elapsed)
Event 279500 (0:51:50 elapsed)
Event 279600 (0:51:51 elapsed)
Event 279700 (0:51:52 elapsed)
Event 279800 (0:51:53 elapsed)
Event 279900 (0:51:54 elapsed)
Event 280000 (0:51:55 elapsed)
Event 280100 (0:51:57 elapsed)
Event 280200 (0:51:58 elapsed)
Event 280300 (0:51:59 elapsed)
Event 280400 (0:52:00 elapsed)
Event 280500 (0:52:02 elapsed)
Event 280600 (0:52:03 elapsed)
Event 280700 (0:52:04 elapsed)
Event 280800 (0:52:05 elapsed)
Event 280900 (0:52:06 elapsed)
Event 281000 (0:52:07 elapsed)
Event 281100 (0:52:08 elapsed)
Event 281200 (0:52:09 elapsed)
Event 281300 (0:52:11 elapsed)
Event 281400 (0:52:12 elapsed)
Event 281500 (0:52:13 elapsed)
Event 281600 (0:52:14 elapsed)
Event 281700 (0:52:15 elapsed)
Event 281800 (0:52:16 elapsed)
Event 281900 (0:52:17 elapsed)
Event 282000 (0:52:18 elapsed)
Event 282100 (0:52:19 elapsed)
Event 282200 (0:52:20 elapsed)
Event 282300 (0:52:21 elapsed)
Event 282400 (0:52:22 elapsed)
Event 282500 (0:52:23 elapsed)
Event 282600 (0:52:24 elapsed)
Event 282700 (0:52:26 elapsed)
Event 282800 (0:52:27 elapsed)
Event 282900 (0:52:28 elapsed)
Event 283000 (0:52:29 elapsed)
Event 283100 (0:52:30 elapsed)
Event 283200 (0:52:31 elapsed)
Event 283300 (0:52:32 elapsed)
Event 283400 (0:52:33 elapsed)
Event 283500 (0:52:35 elapsed)
Event 283600 (0:52:36 elapsed)
Event 283700 (0:52:37 elapsed)
Event 283800 (0:52:38 elapsed)
Event 283900 (0:52:39 elapsed)
Event 284000 (0:52:40 elapsed)
Event 284100 (0:52:41 elapsed)
Event 284200 (0:52:42 elapsed)
Event 284300 (0:52:43 elapsed)
Event 284400 (0:52:44 elapsed)
Event 284500 (0:52:46 elapsed)
Event 284600 (0:52:47 elapsed)
Event 284700 (0:52:48 elapsed)
Event 284800 (0:52:49 elapsed)
Event 284900 (0:52:50 elapsed)
Event 285000 (0:52:51 elapsed)
Event 285100 (0:52:52 elapsed)
Event 285200 (0:52:53 elapsed)
Event 285300 (0:52:54 elapsed)
Event 285400 (0:52:56 elapsed)
Event 285500 (0:52:57 elapsed)
Event 285600 (0:52:58 elapsed)
Event 285700 (0:52:59 elapsed)
Event 285800 (0:53:00 elapsed)
Event 285900 (0:53:02 elapsed)
Event 286000 (0:53:03 elapsed)
Event 286100 (0:53:04 elapsed)
Event 286200 (0:53:05 elapsed)
Event 286300 (0:53:06 elapsed)
Event 286400 (0:53:08 elapsed)
Event 286500 (0:53:09 elapsed)
Event 286600 (0:53:10 elapsed)
Event 286700 (0:53:11 elapsed)
Event 286800 (0:53:12 elapsed)
Event 286900 (0:53:13 elapsed)
Event 287000 (0:53:14 elapsed)
Event 287100 (0:53:15 elapsed)
Event 287200 (0:53:16 elapsed)
Event 287300 (0:53:17 elapsed)
Event 287400 (0:53:19 elapsed)
Event 287500 (0:53:20 elapsed)
Event 287600 (0:53:21 elapsed)
Event 287700 (0:53:22 elapsed)
Event 287800 (0:53:23 elapsed)
Event 287900 (0:53:24 elapsed)
Event 288000 (0:53:25 elapsed)
Event 288100 (0:53:26 elapsed)
Event 288200 (0:53:28 elapsed)
Event 288300 (0:53:29 elapsed)
Event 288400 (0:53:30 elapsed)
Event 288500 (0:53:31 elapsed)
Event 288600 (0:53:32 elapsed)
Event 288700 (0:53:33 elapsed)
Event 288800 (0:53:34 elapsed)
Event 288900 (0:53:35 elapsed)
Event 289000 (0:53:36 elapsed)
Event 289100 (0:53:37 elapsed)
Event 289200 (0:53:38 elapsed)
Event 289300 (0:53:40 elapsed)
Event 289400 (0:53:40 elapsed)
Event 289500 (0:53:41 elapsed)
Event 289600 (0:53:43 elapsed)
Event 289700 (0:53:44 elapsed)
Event 289800 (0:53:45 elapsed)
Event 289900 (0:53:46 elapsed)
Event 290000 (0:53:47 elapsed)
Event 290100 (0:53:48 elapsed)
Event 290200 (0:53:49 elapsed)
Event 290300 (0:53:50 elapsed)
Event 290400 (0:53:51 elapsed)
Event 290500 (0:53:53 elapsed)
Event 290600 (0:53:54 elapsed)
Event 290700 (0:53:55 elapsed)
Event 290800 (0:53:56 elapsed)
Event 290900 (0:53:57 elapsed)
Event 291000 (0:53:58 elapsed)
Event 291100 (0:53:59 elapsed)
Event 291200 (0:54:00 elapsed)
Event 291300 (0:54:02 elapsed)
Event 291400 (0:54:03 elapsed)
Event 291500 (0:54:04 elapsed)
Event 291600 (0:54:05 elapsed)
Event 291700 (0:54:06 elapsed)
Event 291800 (0:54:07 elapsed)
Event 291900 (0:54:08 elapsed)
Event 292000 (0:54:09 elapsed)
Event 292100 (0:54:10 elapsed)
Event 292200 (0:54:11 elapsed)
Event 292300 (0:54:12 elapsed)
Event 292400 (0:54:13 elapsed)
Event 292500 (0:54:14 elapsed)
Event 292600 (0:54:15 elapsed)
Event 292700 (0:54:16 elapsed)
Event 292800 (0:54:18 elapsed)
Event 292900 (0:54:18 elapsed)
Event 293000 (0:54:20 elapsed)
Event 293100 (0:54:21 elapsed)
Event 293200 (0:54:22 elapsed)
Event 293300 (0:54:23 elapsed)
Event 293400 (0:54:24 elapsed)
Event 293500 (0:54:25 elapsed)
Event 293600 (0:54:27 elapsed)
Event 293700 (0:54:28 elapsed)
Event 293800 (0:54:29 elapsed)
Event 293900 (0:54:30 elapsed)
Event 294000 (0:54:31 elapsed)
Event 294100 (0:54:32 elapsed)
Event 294200 (0:54:33 elapsed)
Event 294300 (0:54:34 elapsed)
Event 294400 (0:54:35 elapsed)
Event 294500 (0:54:36 elapsed)
Event 294600 (0:54:37 elapsed)
Event 294700 (0:54:38 elapsed)
Event 294800 (0:54:39 elapsed)
Event 294900 (0:54:40 elapsed)
Event 295000 (0:54:41 elapsed)
Event 295100 (0:54:42 elapsed)
Event 295200 (0:54:43 elapsed)
Event 295300 (0:54:45 elapsed)
Event 295400 (0:54:46 elapsed)
Event 295500 (0:54:47 elapsed)
Event 295600 (0:54:48 elapsed)
Event 295700 (0:54:48 elapsed)
Event 295800 (0:54:49 elapsed)
Event 295900 (0:54:50 elapsed)
Event 296000 (0:54:52 elapsed)
Event 296100 (0:54:52 elapsed)
Event 296200 (0:54:53 elapsed)
Event 296300 (0:54:55 elapsed)
Event 296400 (0:54:56 elapsed)
Event 296500 (0:54:57 elapsed)
Event 296600 (0:54:58 elapsed)
Event 296700 (0:54:59 elapsed)
Event 296800 (0:55:00 elapsed)
Event 296900 (0:55:02 elapsed)
Event 297000 (0:55:03 elapsed)
Event 297100 (0:55:04 elapsed)
Event 297200 (0:55:05 elapsed)
Event 297300 (0:55:06 elapsed)
Event 297400 (0:55:07 elapsed)
Event 297500 (0:55:08 elapsed)
Event 297600 (0:55:10 elapsed)
Event 297700 (0:55:11 elapsed)
Event 297800 (0:55:12 elapsed)
Event 297900 (0:55:13 elapsed)
Event 298000 (0:55:14 elapsed)
Event 298100 (0:55:15 elapsed)
Event 298200 (0:55:16 elapsed)
Event 298300 (0:55:17 elapsed)
Event 298400 (0:55:18 elapsed)
Event 298500 (0:55:19 elapsed)
Event 298600 (0:55:20 elapsed)
Event 298700 (0:55:21 elapsed)
Event 298800 (0:55:22 elapsed)
Event 298900 (0:55:24 elapsed)
Event 299000 (0:55:25 elapsed)
Event 299100 (0:55:26 elapsed)
Event 299200 (0:55:27 elapsed)
Event 299300 (0:55:28 elapsed)
Event 299400 (0:55:29 elapsed)
Event 299500 (0:55:30 elapsed)
Event 299600 (0:55:31 elapsed)
Event 299700 (0:55:32 elapsed)
Event 299800 (0:55:33 elapsed)
Event 299900 (0:55:34 elapsed)
Event 300000 (0:55:35 elapsed)
Event 300100 (0:55:36 elapsed)
Event 300200 (0:55:37 elapsed)
Event 300300 (0:55:39 elapsed)
Event 300400 (0:55:40 elapsed)
Event 300500 (0:55:41 elapsed)
Event 300600 (0:55:42 elapsed)
Event 300700 (0:55:43 elapsed)
Event 300800 (0:55:44 elapsed)
Event 300900 (0:55:44 elapsed)
Event 301000 (0:55:45 elapsed)
Event 301100 (0:55:46 elapsed)
Event 301200 (0:55:47 elapsed)
Event 301300 (0:55:49 elapsed)
Event 301400 (0:55:50 elapsed)
Event 301500 (0:55:51 elapsed)
Event 301600 (0:55:52 elapsed)
Event 301700 (0:55:53 elapsed)
Event 301800 (0:55:55 elapsed)
Event 301900 (0:55:56 elapsed)
Event 302000 (0:55:57 elapsed)
Event 302100 (0:55:58 elapsed)
Event 302200 (0:55:59 elapsed)
Event 302300 (0:56:00 elapsed)
Event 302400 (0:56:01 elapsed)
Event 302500 (0:56:02 elapsed)
Event 302600 (0:56:02 elapsed)
Event 302700 (0:56:04 elapsed)
Event 302800 (0:56:04 elapsed)
Event 302900 (0:56:05 elapsed)
Event 303000 (0:56:06 elapsed)
Event 303100 (0:56:07 elapsed)
Event 303200 (0:56:08 elapsed)
Event 303300 (0:56:10 elapsed)
Event 303400 (0:56:11 elapsed)
Event 303500 (0:56:12 elapsed)
Event 303600 (0:56:13 elapsed)
Event 303700 (0:56:14 elapsed)
Event 303800 (0:56:15 elapsed)
Event 303900 (0:56:16 elapsed)
Event 304000 (0:56:17 elapsed)
Event 304100 (0:56:18 elapsed)
Event 304200 (0:56:19 elapsed)
Event 304300 (0:56:20 elapsed)
Event 304400 (0:56:21 elapsed)
Event 304500 (0:56:22 elapsed)
Event 304600 (0:56:23 elapsed)
Event 304700 (0:56:24 elapsed)
Event 304800 (0:56:25 elapsed)
Event 304900 (0:56:26 elapsed)
Event 305000 (0:56:27 elapsed)
Event 305100 (0:56:28 elapsed)
Event 305200 (0:56:29 elapsed)
Event 305300 (0:56:30 elapsed)
Event 305400 (0:56:31 elapsed)
Event 305500 (0:56:33 elapsed)
Event 305600 (0:56:33 elapsed)
Event 305700 (0:56:35 elapsed)
Event 305800 (0:56:35 elapsed)
Event 305900 (0:56:37 elapsed)
Event 306000 (0:56:38 elapsed)
Event 306100 (0:56:39 elapsed)
Event 306200 (0:56:40 elapsed)
Event 306300 (0:56:41 elapsed)
Event 306400 (0:56:42 elapsed)
Event 306500 (0:56:44 elapsed)
Event 306600 (0:56:45 elapsed)
Event 306700 (0:56:46 elapsed)
Event 306800 (0:56:46 elapsed)
Event 306900 (0:56:48 elapsed)
Event 307000 (0:56:49 elapsed)
Event 307100 (0:56:50 elapsed)
Event 307200 (0:56:51 elapsed)
Event 307300 (0:56:52 elapsed)
Event 307400 (0:56:53 elapsed)
Event 307500 (0:56:54 elapsed)
Event 307600 (0:56:55 elapsed)
Event 307700 (0:56:56 elapsed)
Event 307800 (0:56:58 elapsed)
Event 307900 (0:56:59 elapsed)
Event 308000 (0:57:00 elapsed)
Event 308100 (0:57:01 elapsed)
Event 308200 (0:57:02 elapsed)
Event 308300 (0:57:03 elapsed)
Event 308400 (0:57:05 elapsed)
Event 308500 (0:57:06 elapsed)
Event 308600 (0:57:07 elapsed)
Event 308700 (0:57:08 elapsed)
Event 308800 (0:57:09 elapsed)
Event 308900 (0:57:10 elapsed)
Event 309000 (0:57:11 elapsed)
Event 309100 (0:57:12 elapsed)
Event 309200 (0:57:13 elapsed)
Event 309300 (0:57:14 elapsed)
Event 309400 (0:57:15 elapsed)
Event 309500 (0:57:16 elapsed)
Event 309600 (0:57:17 elapsed)
Event 309700 (0:57:18 elapsed)
Event 309800 (0:57:20 elapsed)
Event 309900 (0:57:21 elapsed)
Event 310000 (0:57:22 elapsed)
Event 310100 (0:57:23 elapsed)
Event 310200 (0:57:24 elapsed)
Event 310300 (0:57:25 elapsed)
Event 310400 (0:57:27 elapsed)
Event 310500 (0:57:28 elapsed)
Event 310600 (0:57:29 elapsed)
Event 310700 (0:57:30 elapsed)
Event 310800 (0:57:30 elapsed)
Event 310900 (0:57:32 elapsed)
Event 311000 (0:57:33 elapsed)
Event 311100 (0:57:34 elapsed)
Event 311200 (0:57:35 elapsed)
Event 311300 (0:57:36 elapsed)
Event 311400 (0:57:37 elapsed)
Event 311500 (0:57:39 elapsed)
Event 311600 (0:57:40 elapsed)
Event 311700 (0:57:41 elapsed)
Event 311800 (0:57:42 elapsed)
Event 311900 (0:57:43 elapsed)
Event 312000 (0:57:44 elapsed)
Event 312100 (0:57:45 elapsed)
Event 312200 (0:57:46 elapsed)
Event 312300 (0:57:47 elapsed)
Event 312400 (0:57:48 elapsed)
Event 312500 (0:57:50 elapsed)
Event 312600 (0:57:51 elapsed)
Event 312700 (0:57:52 elapsed)
Event 312800 (0:57:53 elapsed)
Event 312900 (0:57:54 elapsed)
Event 313000 (0:57:55 elapsed)
Event 313100 (0:57:56 elapsed)
Event 313200 (0:57:57 elapsed)
Event 313300 (0:57:59 elapsed)
Event 313400 (0:58:00 elapsed)
Event 313500 (0:58:01 elapsed)
Event 313600 (0:58:02 elapsed)
Event 313700 (0:58:03 elapsed)
Event 313800 (0:58:04 elapsed)
Event 313900 (0:58:05 elapsed)
Event 314000 (0:58:06 elapsed)
Event 314100 (0:58:07 elapsed)
Event 314200 (0:58:08 elapsed)
Event 314300 (0:58:10 elapsed)
Event 314400 (0:58:11 elapsed)
Event 314500 (0:58:12 elapsed)
Event 314600 (0:58:13 elapsed)
Event 314700 (0:58:14 elapsed)
Event 314800 (0:58:15 elapsed)
Event 314900 (0:58:16 elapsed)
Event 315000 (0:58:17 elapsed)
Event 315100 (0:58:19 elapsed)
Event 315200 (0:58:19 elapsed)
Event 315300 (0:58:21 elapsed)
Event 315400 (0:58:22 elapsed)
Event 315500 (0:58:23 elapsed)
Event 315600 (0:58:24 elapsed)
Event 315700 (0:58:26 elapsed)
Event 315800 (0:58:27 elapsed)
Event 315900 (0:58:28 elapsed)
Event 316000 (0:58:29 elapsed)
Event 316100 (0:58:30 elapsed)
Event 316200 (0:58:31 elapsed)
Event 316300 (0:58:32 elapsed)
Event 316400 (0:58:33 elapsed)
Event 316500 (0:58:35 elapsed)
Event 316600 (0:58:36 elapsed)
Event 316700 (0:58:37 elapsed)
Event 316800 (0:58:38 elapsed)
Event 316900 (0:58:39 elapsed)
Event 317000 (0:58:41 elapsed)
Event 317100 (0:58:42 elapsed)
Event 317200 (0:58:43 elapsed)
Event 317300 (0:58:44 elapsed)
Event 317400 (0:58:45 elapsed)
Event 317500 (0:58:46 elapsed)
Event 317600 (0:58:48 elapsed)
Event 317700 (0:58:49 elapsed)
Event 317800 (0:58:50 elapsed)
Event 317900 (0:58:51 elapsed)
Event 318000 (0:58:52 elapsed)
Event 318100 (0:58:54 elapsed)
Event 318200 (0:58:55 elapsed)
Event 318300 (0:58:56 elapsed)
Event 318400 (0:58:57 elapsed)
Event 318500 (0:58:58 elapsed)
Event 318600 (0:58:59 elapsed)
Event 318700 (0:59:01 elapsed)
Event 318800 (0:59:02 elapsed)
Event 318900 (0:59:03 elapsed)
Event 319000 (0:59:04 elapsed)
Event 319100 (0:59:05 elapsed)
Event 319200 (0:59:07 elapsed)
Event 319300 (0:59:08 elapsed)
Event 319400 (0:59:09 elapsed)
Event 319500 (0:59:10 elapsed)
Event 319600 (0:59:11 elapsed)
Event 319700 (0:59:12 elapsed)
Event 319800 (0:59:13 elapsed)
Event 319900 (0:59:14 elapsed)
Event 320000 (0:59:15 elapsed)
Event 320100 (0:59:17 elapsed)
Event 320200 (0:59:18 elapsed)
Event 320300 (0:59:19 elapsed)
Event 320400 (0:59:20 elapsed)
Event 320500 (0:59:21 elapsed)
Event 320600 (0:59:22 elapsed)
Event 320700 (0:59:23 elapsed)
Event 320800 (0:59:24 elapsed)
Event 320900 (0:59:25 elapsed)
Event 321000 (0:59:27 elapsed)
Event 321100 (0:59:28 elapsed)
Event 321200 (0:59:29 elapsed)
Event 321300 (0:59:30 elapsed)
Event 321400 (0:59:31 elapsed)
Event 321500 (0:59:32 elapsed)
Event 321600 (0:59:33 elapsed)
Event 321700 (0:59:34 elapsed)
Event 321800 (0:59:35 elapsed)
Event 321900 (0:59:36 elapsed)
Event 322000 (0:59:37 elapsed)
Event 322100 (0:59:38 elapsed)
Event 322200 (0:59:39 elapsed)
Event 322300 (0:59:40 elapsed)
Event 322400 (0:59:42 elapsed)
Event 322500 (0:59:43 elapsed)
Event 322600 (0:59:43 elapsed)
Event 322700 (0:59:44 elapsed)
Event 322800 (0:59:45 elapsed)
Event 322900 (0:59:47 elapsed)
Event 323000 (0:59:48 elapsed)
Event 323100 (0:59:49 elapsed)
Event 323200 (0:59:50 elapsed)
Event 323300 (0:59:51 elapsed)
Event 323400 (0:59:52 elapsed)
Event 323500 (0:59:53 elapsed)
Event 323600 (0:59:54 elapsed)
Event 323700 (0:59:55 elapsed)
Event 323800 (0:59:56 elapsed)
Event 323900 (0:59:57 elapsed)
Event 324000 (0:59:58 elapsed)
Event 324100 (0:59:59 elapsed)
Event 324200 (1:00:00 elapsed)
Event 324300 (1:00:01 elapsed)
Event 324400 (1:00:03 elapsed)
Event 324500 (1:00:04 elapsed)
Event 324600 (1:00:05 elapsed)
Event 324700 (1:00:06 elapsed)
Event 324800 (1:00:07 elapsed)
Event 324900 (1:00:08 elapsed)
Event 325000 (1:00:09 elapsed)
Event 325100 (1:00:10 elapsed)
Event 325200 (1:00:11 elapsed)
Event 325300 (1:00:13 elapsed)
Event 325400 (1:00:14 elapsed)
Event 325500 (1:00:15 elapsed)
Event 325600 (1:00:16 elapsed)
Event 325700 (1:00:18 elapsed)
Event 325800 (1:00:19 elapsed)
Event 325900 (1:00:20 elapsed)
Event 326000 (1:00:21 elapsed)
Event 326100 (1:00:23 elapsed)
Event 326200 (1:00:24 elapsed)
Event 326300 (1:00:25 elapsed)
Event 326400 (1:00:26 elapsed)
Event 326500 (1:00:27 elapsed)
Event 326600 (1:00:28 elapsed)
Event 326700 (1:00:29 elapsed)
Event 326800 (1:00:31 elapsed)
Event 326900 (1:00:32 elapsed)
Event 327000 (1:00:33 elapsed)
Event 327100 (1:00:34 elapsed)
Event 327200 (1:00:35 elapsed)
Event 327300 (1:00:36 elapsed)
Event 327400 (1:00:37 elapsed)
Event 327500 (1:00:39 elapsed)
Event 327600 (1:00:40 elapsed)
Event 327700 (1:00:41 elapsed)
Event 327800 (1:00:42 elapsed)
Event 327900 (1:00:43 elapsed)
Event 328000 (1:00:44 elapsed)
Event 328100 (1:00:46 elapsed)
Event 328200 (1:00:47 elapsed)
Event 328300 (1:00:48 elapsed)
Event 328400 (1:00:49 elapsed)
Event 328500 (1:00:50 elapsed)
Event 328600 (1:00:51 elapsed)
Event 328700 (1:00:53 elapsed)
Event 328800 (1:00:54 elapsed)
Event 328900 (1:00:55 elapsed)
Event 329000 (1:00:56 elapsed)
Event 329100 (1:00:57 elapsed)
Event 329200 (1:00:58 elapsed)
Event 329300 (1:00:59 elapsed)
Event 329400 (1:01:00 elapsed)
Event 329500 (1:01:01 elapsed)
Event 329600 (1:01:02 elapsed)
Event 329700 (1:01:03 elapsed)
Event 329800 (1:01:04 elapsed)
Event 329900 (1:01:05 elapsed)
Event 330000 (1:01:07 elapsed)
Event 330100 (1:01:08 elapsed)
Event 330200 (1:01:09 elapsed)
Event 330300 (1:01:10 elapsed)
Event 330400 (1:01:11 elapsed)
Event 330500 (1:01:12 elapsed)
Event 330600 (1:01:14 elapsed)
Event 330700 (1:01:14 elapsed)
Event 330800 (1:01:16 elapsed)
Event 330900 (1:01:17 elapsed)
Event 331000 (1:01:18 elapsed)
Event 331100 (1:01:19 elapsed)
Event 331200 (1:01:20 elapsed)
Event 331300 (1:01:21 elapsed)
Event 331400 (1:01:23 elapsed)
Event 331500 (1:01:23 elapsed)
Event 331600 (1:01:25 elapsed)
Event 331700 (1:01:26 elapsed)
Event 331800 (1:01:27 elapsed)
Event 331900 (1:01:27 elapsed)
Event 332000 (1:01:28 elapsed)
Event 332100 (1:01:30 elapsed)
Event 332200 (1:01:31 elapsed)
Event 332300 (1:01:32 elapsed)
Event 332400 (1:01:33 elapsed)
Event 332500 (1:01:34 elapsed)
Event 332600 (1:01:35 elapsed)
Event 332700 (1:01:36 elapsed)
Event 332800 (1:01:37 elapsed)
Event 332900 (1:01:38 elapsed)
Event 333000 (1:01:39 elapsed)
Event 333100 (1:01:40 elapsed)
Event 333200 (1:01:41 elapsed)
Event 333300 (1:01:42 elapsed)
Event 333400 (1:01:43 elapsed)
Event 333500 (1:01:44 elapsed)
Event 333600 (1:01:45 elapsed)
Event 333700 (1:01:46 elapsed)
Event 333800 (1:01:48 elapsed)
Event 333900 (1:01:49 elapsed)
Event 334000 (1:01:49 elapsed)
Event 334100 (1:01:50 elapsed)
Event 334200 (1:01:52 elapsed)
Event 334300 (1:01:53 elapsed)
Event 334400 (1:01:54 elapsed)
Event 334500 (1:01:55 elapsed)
Event 334600 (1:01:56 elapsed)
Event 334700 (1:01:57 elapsed)
Event 334800 (1:01:58 elapsed)
Event 334900 (1:01:59 elapsed)
Event 335000 (1:02:00 elapsed)
Event 335100 (1:02:01 elapsed)
Event 335200 (1:02:02 elapsed)
Event 335300 (1:02:04 elapsed)
Event 335400 (1:02:05 elapsed)
Event 335500 (1:02:06 elapsed)
Event 335600 (1:02:07 elapsed)
Event 335700 (1:02:08 elapsed)
Event 335800 (1:02:09 elapsed)
Event 335900 (1:02:10 elapsed)
Event 336000 (1:02:11 elapsed)
Event 336100 (1:02:12 elapsed)
Event 336200 (1:02:13 elapsed)
Event 336300 (1:02:14 elapsed)
Event 336400 (1:02:15 elapsed)
Event 336500 (1:02:16 elapsed)
Event 336600 (1:02:17 elapsed)
Event 336700 (1:02:18 elapsed)
Event 336800 (1:02:19 elapsed)
Event 336900 (1:02:20 elapsed)
Event 337000 (1:02:22 elapsed)
Event 337100 (1:02:23 elapsed)
Event 337200 (1:02:24 elapsed)
Event 337300 (1:02:25 elapsed)
Event 337400 (1:02:26 elapsed)
Event 337500 (1:02:27 elapsed)
Event 337600 (1:02:28 elapsed)
Event 337700 (1:02:29 elapsed)
Event 337800 (1:02:30 elapsed)
Event 337900 (1:02:31 elapsed)
Event 338000 (1:02:32 elapsed)
Event 338100 (1:02:33 elapsed)
Event 338200 (1:02:35 elapsed)
Event 338300 (1:02:35 elapsed)
Event 338400 (1:02:37 elapsed)
Event 338500 (1:02:38 elapsed)
Event 338600 (1:02:39 elapsed)
Event 338700 (1:02:40 elapsed)
Event 338800 (1:02:42 elapsed)
Event 338900 (1:02:42 elapsed)
Event 339000 (1:02:43 elapsed)
Event 339100 (1:02:45 elapsed)
Event 339200 (1:02:46 elapsed)
Event 339300 (1:02:47 elapsed)
Event 339400 (1:02:48 elapsed)
